,,,Mg/Ca,StDev,,RelStDev
21107,26007,7816,0.035162,0.007892,26007,0.224446846026961
21010,26038,7814,0.037971,0.006582,26038,0.173342814252983
20913,26068,7813,0.039133,0.005674,26068,0.144992717144098
20816,26098,7812,0.030466,0.003649,26098,0.119772861550581
20719,26128,7811,0.03673,0.005163,26128,0.140566294582086
20622,26159,7810,0.032796,0.002303,26159,0.0702219782900354
20332,26249,7807,0.032077,0.006868,26249,0.214109798297846
20235,26280,7806,0.035137,0.005442,26280,0.154879471781882
20138,26310,7805,0.045233,0.006044,26310,0.133619260274578
20041,26340,7804,0.038635,0.009921,26340,0.256787886631293
19944,26371,7803,0.037107,0.005556,26371,0.149729161613712
19847,26401,7802,0.039247,0.00342,26401,0.0871404183759268
19750,26431,7801,0.046278,0.011691,26431,0.252625437572929
19653,26461,7800,0.055634,0.009804,26461,0.176223172879894
19556,26492,7799,0.04874,0.010713,26492,0.219798933114485
19459,26522,7797,0.036534,0.006776,26522,0.185471068046204
19362,26552,7796,0.028591,0.007084,26552,0.247770277360008
19265,26582,7795,0.038665,0.007628,26582,0.197284365705418
19168,26613,7794,0.038029,0.005514,26613,0.144994609377054
19071,26643,7793,0.039364,0.003324,26643,0.0844426379432984
18974,26673,7792,0.030235,0.006777,26673,0.22414420373739
18877,26704,7791,0.0358,0.008366,26704,0.233687150837989
21896,25797,7823,0.155891,0.041804,25797,0.268161728387142
20548,26230,7808,0.020107,0.002743,26230,0.136420152185806
20452,26261,7807,0.02472,0.00483,26261,0.195388349514563
20163,26353,7804,0.037843,0.004367,26353,0.115397827867769
20067,26384,7802,0.045276,0.008099,26384,0.178880643166357
19971,26415,7801,0.049664,0.00538,26415,0.108327963917526
19874,26446,7800,0.03899,0.006147,26446,0.157655809181842
19778,26477,7799,0.046063,0.005588,26477,0.121312116015023
19682,26508,7798,0.040029,0.00325,26508,0.0811911364260911
19585,26539,7797,0.046308,0.005558,26539,0.120022458322536
19489,26570,7796,0.037217,0.009752,26570,0.262030792379826
19393,26601,7795,0.027638,0.005315,26601,0.192307692307692
19297,26632,7794,0.035205,0.004257,26632,0.12092032381764
19200,26663,7793,0.040477,0.008506,26663,0.210144032413469
19104,26694,7792,0.035609,0.00863,26694,0.242354460950883
19008,26724,7791,0.030426,0.004878,26724,0.160323407611911
18912,26755,7790,0.04516,0.011409,26755,0.252635075287865
18815,26786,7788,0.031991,0.00593,26786,0.185364633803257
21621,25922,7819,0.039331,0.005912,25922,0.150314001678066
21525,25953,7818,0.040263,0.00533,25953,0.132379604103023
21430,25985,7817,0.032611,0.011393,25985,0.349360645181074
21334,26016,7815,0.03881,0.005216,26016,0.134398350940479
21239,26048,7814,0.035224,0.004013,26048,0.113928003633886
21143,26080,7813,0.036994,0.003581,26080,0.0967994809969184
21047,26111,7812,0.049325,0.005893,26111,0.119472883933097
20952,26143,7811,0.038444,0.007042,26143,0.183175528040787
20856,26174,7810,0.039108,0.004883,26174,0.124859363813031
20761,26206,7809,0.034552,0.00732,26206,0.21185459597129
20665,26238,7808,0.037446,0.010867,26238,0.290204561234845
20378,26332,7804,0.032519,0.004973,26332,0.152925981733756
20283,26364,7803,0.029685,0.004577,26364,0.15418561563079
19996,26459,7800,0.042922,0.008549,26459,0.199175248124505
19900,26490,7799,0.038212,0.006993,26490,0.183005338637077
19805,26522,7798,0.032601,0.00302,26522,0.0926351952394098
19709,26553,7797,0.036823,0.008037,26553,0.218260326426418
19614,26585,7796,0.052784,0.005102,26585,0.0966580782055168
19518,26616,7795,0.050007,0.005697,26616,0.113924050632911
19423,26648,7793,0.036882,0.005959,26648,0.161569329212082
19327,26680,7792,0.026815,0.004205,26680,0.156815215364535
19231,26711,7791,0.033888,0.004727,26711,0.139488904627007
19136,26743,7790,0.036029,0.004658,26743,0.129284742846041
19040,26774,7789,0.039664,0.008523,26774,0.214879991932231
18945,26806,7788,0.031198,0.008539,26806,0.273703442528367
18849,26838,7787,0.031413,0.003733,26838,0.118836150638271
18754,26869,7786,0.032838,0.009521,26869,0.289938485900481
20589,26307,7805,0.030765,0.006967,26307,0.226458638062734
20495,26339,7804,0.028346,0.007862,26339,0.277358357440203
20210,26436,7801,0.035699,0.011371,26436,0.318524328412561
20115,26468,7800,0.038968,0.005963,26468,0.15302299322521
19830,26565,7796,0.053518,0.005769,26565,0.107795508053365
19736,26597,7795,0.035451,0.008118,26597,0.228992129982229
19641,26630,7794,0.039699,0.00666,26630,0.16776241215144
19546,26662,7793,0.053123,0.004875,26662,0.0917681606836963
19451,26694,7792,0.042574,0.007217,26694,0.16951660637948
19356,26726,7791,0.024593,0.003993,26726,0.162363274102387
19261,26758,7790,0.027309,0.004175,26758,0.152880002929437
19166,26791,7789,0.032263,0.005954,26791,0.184545764498032
19071,26823,7787,0.033764,0.005893,26823,0.174535007700509
18977,26855,7786,0.039159,0.010918,26855,0.278812022778927
18882,26887,7785,0.028418,0.006421,26887,0.225948342599761
18787,26920,7784,0.039006,0.006219,26920,0.159437009690817
18692,26952,7783,0.04063,0.010564,26952,0.26000492247108
21450,26050,7815,0.062408,0.009524,26050,0.152608639917959
21353,26084,7813,0.033583,0.010445,26084,0.311020456778727
21255,26118,7812,0.031416,0.004839,26118,0.154029793735676
21158,26152,7811,0.037784,0.010064,26152,0.266356129578658
21061,26186,7810,0.030196,0.012708,26186,0.420850443767386
20964,26220,7809,0.051598,0.008006,26220,0.155161052753983
20867,26254,7807,0.039509,0.009029,26254,0.228530208306968
20770,26288,7806,0.040404,0.00949,26288,0.234877734877735
20673,26321,7805,0.034285,0.006493,26321,0.18938311214817
20576,26355,7804,0.025561,0.003303,26355,0.129220296545519
20478,26389,7803,0.027764,0.005932,26389,0.21365797435528
20381,26423,7802,0.030879,0.005993,26423,0.194080119174844
20284,26457,7800,0.034599,0.009704,26457,0.280470533830458
20187,26491,7799,0.033929,0.002356,26491,0.0694391228742374
20090,26525,7798,0.032293,0.004765,26525,0.147555197720868
19993,26559,7797,0.041497,0.006643,26559,0.160083861483963
19896,26593,7796,0.033126,0.006394,26593,0.193020588057719
19799,26627,7794,0.036018,0.004326,26627,0.120106613359987
19702,26661,7793,0.028747,0.001752,26661,0.0609454899641702
19604,26694,7792,0.036096,0.008859,26694,0.245428856382979
19507,26728,7791,0.063253,0.010613,26728,0.167786508149811
19410,26762,7790,0.039366,0.003414,26762,0.0867245846669715
19313,26796,7789,0.03103,0.00585,26796,0.188527231711247
19216,26830,7787,0.032758,0.003658,26830,0.111667378960865
19119,26864,7786,0.035866,0.007602,26864,0.211955612557854
19022,26898,7785,0.031318,0.010245,26898,0.32712816910403
18925,26932,7784,0.039823,0.008821,26932,0.22150516033448
18827,26966,7783,0.023038,0.005773,26966,0.250585988367046
18730,27000,7782,0.035995,0.006053,27000,0.168162244756216
18633,27034,7780,0.03817,0.005352,27034,0.140214828399266
19535,26770,7790,0.039286,0.003704,26770,0.0942829506694497
19439,26805,7788,0.046134,0.005145,26805,0.111522954870594
19343,26840,7787,0.037304,0.010559,26840,0.28305275573665
19246,26874,7786,0.030882,0.006483,26874,0.209928113464154
19150,26909,7785,0.032082,0.008597,26909,0.267969577956487
19053,26943,7784,0.039105,0.010822,26943,0.276742104590206
18957,26978,7782,0.037434,0.004917,26978,0.131351178073409
18861,27013,7781,0.041252,0.007023,27013,0.170246291088917
18764,27047,7780,0.033593,0.004695,27047,0.139761259786265
18668,27082,7779,0.033225,0.001935,27082,0.0582392776523702
18571,27116,7778,0.028796,0.00218,27116,0.0757049590220864
21285,26177,7810,0.068804,0.018508,26177,0.268995988605314
21189,26212,7809,0.046745,0.019481,26212,0.416750454594074
21093,26247,7808,0.031848,0.006766,26247,0.212446621451896
20998,26282,7807,0.030902,0.00743,26282,0.240437512135137
20902,26318,7805,0.043063,0.007495,26318,0.174047326010728
20806,26353,7804,0.043703,0.007143,26353,0.163444157151683
20710,26388,7803,0.040037,0.009096,26388,0.227189849389315
20615,26423,7802,0.032808,0.004689,26423,0.142922457937089
20519,26459,7801,0.033774,0.006018,26459,0.178184402202878
20423,26494,7799,0.023981,0.005129,26494,0.213877653142071
20328,26529,7798,0.02831,0.006583,26529,0.232532673966796
20232,26564,7797,0.032735,0.006914,26564,0.211211241790133
20136,26600,7796,0.034382,0.004955,26600,0.14411610726543
20041,26635,7794,0.038714,0.003981,26635,0.102831017203079
19945,26670,7793,0.035635,0.011594,26670,0.325354286516066
19849,26705,7792,0.040093,0.004395,26705,0.109620133190332
19754,26741,7791,0.029811,0.008709,26741,0.292140485055852
19658,26776,7790,0.032968,0.004736,26776,0.143654452802718
19371,26882,7786,0.03641,0.005256,26882,0.144355946168635
19275,26917,7785,0.037049,0.016694,26917,0.450592458635861
19180,26952,7783,0.025979,0.004571,26952,0.175949805612225
19084,26988,7782,0.038026,0.010997,26988,0.289196865302688
18988,27023,7781,0.036853,0.007703,27023,0.209019618484248
18892,27058,7780,0.035668,0.009553,27058,0.267831109117416
18797,27093,7779,0.038007,0.008643,27093,0.227405477938275
18701,27129,7777,0.03079,0.008784,27129,0.285287430984086
18605,27164,7776,0.041949,0.007368,27164,0.175641850818852
18510,27199,7775,0.030854,0.006453,27199,0.20914630193816
19588,26851,7787,0.033488,0.007423,26851,0.22166149068323
19493,26887,7786,0.034308,0.004187,26887,0.122041506354203
19208,26994,7782,0.029146,0.006921,26994,0.237459685720167
19113,27030,7781,0.030101,0.001531,27030,0.0508620976047307
19018,27066,7780,0.038007,0.011905,27066,0.31323177309443
18923,27102,7778,0.031647,0.004615,27102,0.145827408601131
18828,27138,7777,0.040389,0.005977,27138,0.147985837728094
18733,27174,7776,0.035425,0.005643,27174,0.159294283697953
18638,27210,7775,0.031202,0.003665,27210,0.117460419203897
18543,27246,7773,0.033688,0.008395,27246,0.249198527665638
18448,27282,7772,0.037213,0.010345,27282,0.277994249321474
21124,26311,7806,0.063813,0.017132,26311,0.268471941453936
21030,26348,7805,0.038021,0.006868,26348,0.180637016385682
20936,26384,7803,0.035766,0.009324,26384,0.260694514343231
20841,26420,7802,0.043954,0.013544,26420,0.308140328525276
20747,26457,7801,0.039834,0.009997,26457,0.250966511020736
20652,26493,7800,0.04216,0.010102,26493,0.2396110056926
20558,26529,7798,0.031989,0.007538,26529,0.235643502453969
20464,26566,7797,0.032761,0.006711,26566,0.204847226885626
20369,26602,7796,0.02771,0.005883,26602,0.212306026705161
20275,26638,7795,0.027711,0.003689,26638,0.133124030168525
20180,26675,7793,0.029222,0.005167,26675,0.176818835124221
20086,26711,7792,0.032398,0.00543,26711,0.167602938452991
19991,26747,7791,0.032435,0.002313,26747,0.0713118544781872
19897,26784,7790,0.03688,0.010999,26784,0.298237527114967
19803,26820,7788,0.039733,0.00736,26820,0.185236453325951
19708,26856,7787,0.031369,0.003404,26856,0.108514775734005
19519,26929,7785,0.033887,0.006348,26929,0.187328474046094
19425,26965,7783,0.042248,0.01286,26965,0.304393107366029
19331,27002,7782,0.043015,0.014161,27002,0.329210740439382
19236,27038,7781,0.038292,0.006548,27038,0.171001775827849
19142,27074,7780,0.03161,0.008688,27074,0.274849731097754
19047,27111,7778,0.030779,0.00519,27111,0.168621462685597
18953,27147,7777,0.033054,0.004873,27147,0.14742542506202
18858,27183,7776,0.034943,0.004669,27183,0.133617605815185
18764,27220,7775,0.035398,0.009301,27220,0.262754957907226
18670,27256,7773,0.034766,0.001445,27256,0.0415635966173848
18575,27292,7772,0.034298,0.004466,27292,0.130211674150096
18481,27329,7771,0.036017,0.00675,27329,0.187411500124941
18386,27365,7770,0.032617,0.017189,27365,0.526995125241439
19639,26934,7785,0.032722,0.009033,26934,0.276052808508037
19357,27044,7781,0.045965,0.005427,27044,0.118068095289895
19263,27081,7779,0.041523,0.004753,27081,0.11446668111649
19170,27117,7778,0.035078,0.006709,27117,0.191259478875649
19076,27154,7777,0.026878,0.002472,27154,0.0919711288042265
18982,27191,7776,0.028968,0.009182,27191,0.316970450151892
18888,27227,7774,0.038674,0.007441,27227,0.192403164916998
18794,27264,7773,0.035698,0.011608,27264,0.325172278559023
18700,27301,7772,0.034831,0.001816,27301,0.0521374637535529
18606,27338,7771,0.039315,0.009376,27338,0.2384840391708
18513,27374,7769,0.026664,0.004357,27374,0.163403840384038
18419,27411,7768,0.035646,0.004849,27411,0.136032093362509
18325,27448,7767,0.033121,0.00204,27448,0.0615923432263519
20969,26454,7801,0.040722,0.016158,26454,0.396787977014881
20876,26491,7800,0.04301,0.013557,26491,0.315205766100907
20783,26528,7799,0.042495,0.005325,26528,0.125308859865867
20689,26565,7797,0.04539,0.007176,26565,0.158096497025777
20596,26602,7796,0.031295,0.004821,26602,0.154050167758428
20503,26640,7795,0.029977,0.00921,26640,0.307235547252894
20409,26677,7793,0.031902,0.004453,26677,0.139583725158297
20316,26714,7792,0.024403,0.005068,26714,0.207679383682334
20223,26751,7791,0.020207,0.005167,26751,0.255703469094868
20129,26788,7790,0.035648,0.004696,26788,0.13173249551167
20036,26825,7788,0.031021,0.003991,26825,0.128654782244286
19943,26862,7787,0.036626,0.003432,26862,0.0937039261726642
19850,26900,7786,0.033018,0.00425,26900,0.128717669150161
19756,26937,7785,0.02568,0.007882,26937,0.306931464174455
19570,27011,7782,0.026664,0.007161,27011,0.268564356435644
19476,27048,7781,0.028877,0.004481,27048,0.155175399106555
19196,27160,7777,0.038154,0.002458,27160,0.0644231273260995
19103,27197,7776,0.033623,0.011951,27197,0.355441215834399
19010,27234,7774,0.028093,0.005025,27234,0.178870181183925
18916,27271,7773,0.0305,0.008996,27271,0.294950819672131
18823,27308,7772,0.042548,0.00266,27308,0.0625176271505124
18730,27345,7771,0.041285,0.006584,27345,0.159476807557224
18637,27382,7769,0.031545,0.008875,27382,0.281344111586622
18543,27419,7768,0.042409,0.00368,27419,0.0867740338135773
18450,27457,7767,0.036204,0.006204,27457,0.171362280411004
18357,27494,7765,0.036483,0.003971,27494,0.108845215579859
18263,27531,7764,0.036227,0.006803,27531,0.187788113837745
19679,27008,7782,0.030071,0.002381,27008,0.0791792757141432
19399,27119,7778,0.031676,0.002155,27119,0.0680325798711958
19306,27156,7777,0.038243,0.009407,27156,0.245979656407709
20812,26595,7797,0.065558,0.038058,26595,0.58052411604991
20719,26632,7795,0.034859,0.009649,26632,0.27680082618549
20626,26669,7794,0.03533,0.008506,26669,0.240758562128503
20533,26707,7793,0.035821,0.007183,26707,0.200524831802574
20440,26744,7791,0.031218,0.005361,26744,0.171727849317701
20347,26781,7790,0.02947,0.009589,26781,0.32538174414659
20253,26818,7789,0.028505,0.006373,26818,0.22357481143659
20160,26855,7788,0.025781,0.003668,26855,0.142275319033397
20067,26892,7786,0.028862,0.004668,26892,0.161735153489017
19974,26930,7785,0.029456,0.006612,26930,0.224470396523628
19881,26967,7784,0.037841,0.00902,26967,0.238365793715811
19788,27004,7782,0.048437,0.007052,27004,0.145591180296055
19602,27078,7780,0.02574,0.009523,27078,0.36996891996892
19508,27116,7779,0.031557,0.004622,27116,0.146465126596318
19229,27227,7775,0.0529,0.002324,27227,0.0439319470699433
19136,27264,7774,0.04503,0.006389,27264,0.141883188985121
19043,27301,7772,0.037584,0.013122,27301,0.349137931034483
18950,27339,7771,0.031123,0.011802,27339,0.379205089483662
18857,27376,7770,0.028311,0.006968,27376,0.24612341492706
18764,27413,7768,0.034439,0.009993,27413,0.290165219663753
18670,27450,7767,0.036871,0.009329,27450,0.253017276450327
18577,27487,7766,0.05016,0.010277,27487,0.204884370015949
18484,27524,7765,0.038742,0.009782,27524,0.252490836817924
18391,27562,7763,0.04152,0.008051,27562,0.19390655105973
18298,27599,7762,0.04306,0.009371,27599,0.217626567580121
18205,27636,7761,0.044746,0.016328,27636,0.364904125508425
20920,26591,7797,0.12478,0.092647,26591,0.742482769674627
19710,27075,7780,0.036457,0.007644,27075,0.209671667992429
19431,27186,7776,0.023931,0.00603,27186,0.251974426476119
19338,27224,7775,0.034755,0.008443,27224,0.242929074953244
18129,27707,7758,0.037126,0.004126,27707,0.11113505360125
20841,26662,7794,0.06139,0.015244,26662,0.248314057664115
20655,26736,7792,0.044544,0.007967,26736,0.178856860632184
20562,26773,7791,0.037832,0.008045,26773,0.21265066610277
20469,26811,7789,0.030555,0.007036,26811,0.230273277695958
20376,26848,7788,0.034937,0.007375,26848,0.211094255373959
20283,26885,7787,0.033801,0.007818,26885,0.231294932102601
20190,26922,7785,0.025862,0.003961,26922,0.153159075090867
20097,26960,7784,0.026037,0.005735,26960,0.220263471214042
20005,26997,7783,0.03773,0.007965,26997,0.211105221309303
19912,27034,7782,0.039495,0.006812,27034,0.172477528801114
19819,27071,7780,0.02849,0.004355,27071,0.152860652860653
19633,27146,7778,0.035623,0.010358,27146,0.290767200965668
19540,27183,7776,0.024127,0.006328,27183,0.262278774816596
19261,27294,7773,0.032582,0.004072,27294,0.124976981155239
19168,27332,7771,0.036015,0.008307,27332,0.230653894210746
19075,27369,7770,0.043966,0.006362,27369,0.144702724832825
18982,27406,7769,0.036831,0.008027,27406,0.217941408052999
18889,27443,7768,0.033167,0.009766,27443,0.294449302017065
18797,27480,7766,0.027787,0.004167,27480,0.149962212545435
18704,27518,7765,0.037047,0.009821,27518,0.265095689259589
18611,27555,7764,0.032371,0.004844,27555,0.149640109974978
18518,27592,7762,0.038293,0.009695,27592,0.253179432272217
18425,27629,7761,0.043503,0.003885,27629,0.0893041859182125
18332,27667,7760,0.045632,0.009143,27667,0.200363779803647
18239,27704,7759,0.050969,0.032586,27704,0.639329788695089
18053,27778,7756,0.036768,0.006168,27778,0.167754569190601
19741,27142,7778,0.045273,0.009412,27142,0.207894329953836
19463,27254,7774,0.036085,0.006566,27254,0.1819592628516
19370,27291,7773,0.026821,0.005937,27291,0.221356399835949
18163,27775,7756,0.040212,0.008598,27775,0.213816771113101
17977,27849,7754,0.038433,0.004081,27849,0.106184789113522
20492,26880,7787,0.033021,0.006481,26880,0.196269040913358
20396,26918,7786,0.034668,0.008208,26918,0.236760124610592
20301,26957,7784,0.034093,0.011355,26957,0.333059572346229
20205,26995,7783,0.038235,0.010989,26995,0.287406826206355
20109,27034,7782,0.03046,0.006437,27034,0.211326329612607
20013,27072,7781,0.037141,0.003506,27072,0.0943970275436849
19918,27111,7779,0.031879,0.003502,27111,0.109852881207064
19822,27149,7778,0.038946,0.009665,27149,0.248164124685462
19630,27226,7775,0.038986,0.0084,27226,0.215461960703842
19535,27264,7774,0.034803,0.002407,27264,0.0691607045369652
19439,27303,7773,0.020263,0.001597,27303,0.078813601144944
19343,27341,7771,0.025191,0.002661,27341,0.105632964153864
19248,27380,7770,0.027732,0.002601,27380,0.0937905668541757
19152,27418,7769,0.033968,0.006113,27418,0.179963495054169
19056,27457,7767,0.046168,0.009122,27457,0.19758274129267
18960,27495,7766,0.0615,0.00909,27495,0.147804878048781
18865,27533,7765,0.03948,0.002925,27533,0.0740881458966565
18769,27572,7763,0.03181,0.005821,27572,0.182992769569318
18673,27610,7762,0.031107,0.008184,27610,0.263091908573633
18577,27649,7761,0.039617,0.012257,27649,0.309387384203751
18482,27687,7759,0.033282,0.005941,27687,0.178504897542215
18386,27726,7758,0.0426,0.005584,27726,0.131079812206573
18290,27764,7757,0.044795,0.011323,27764,0.252773747069985
18099,27841,7754,0.043636,0.005368,27841,0.123017691814098
17907,27918,7751,0.038382,0.004782,27918,0.124589651399093
19744,27220,7776,0.041832,0.008227,27220,0.196667622872442
18214,27835,7754,0.042625,0.007492,27835,0.175765395894428
18023,27912,7752,0.043021,0.007662,27912,0.178099067897074
17831,27989,7749,0.044366,0.011453,27989,0.258148131452013
20335,27021,7782,0.037074,0.008453,27021,0.228003452554351
20239,27059,7781,0.036755,0.013328,27059,0.362617330975377
20144,27098,7780,0.031522,0.005605,27098,0.177812321553201
20048,27136,7779,0.024778,0.003649,27136,0.147267737509081
19953,27175,7777,0.022027,0.002771,27175,0.125800154356018
19857,27213,7776,0.023848,0.002418,27213,0.101392150285139
19666,27290,7773,0.044839,0.007738,27290,0.172572983340396
19571,27329,7772,0.037666,0.002155,27329,0.0572134020071152
19475,27367,7771,0.02839,0.002762,27367,0.0972877773864037
19380,27406,7769,0.033456,0.007773,27406,0.232335007173601
19284,27444,7768,0.029368,0.003421,27444,0.11648733315173
19189,27483,7767,0.030672,0.00982,27483,0.320161711006781
19093,27521,7765,0.029626,0.00715,27521,0.241342064402889
18997,27560,7764,0.035277,0.004736,27560,0.134251778779375
18902,27598,7763,0.053225,0.00688,27598,0.129262564584312
18806,27637,7761,0.04374,0.011596,27637,0.265112025605853
18711,27675,7760,0.037257,0.004809,27675,0.129076415170304
18615,27714,7759,0.029268,0.002884,27714,0.0985376520431871
18520,27752,7757,0.032131,0.003902,27752,0.121440353552644
18424,27791,7756,0.034016,0.006218,27791,0.182796331138288
18329,27829,7755,0.035348,0.009049,27829,0.255997510467353
18138,27906,7752,0.044231,0.00827,27906,0.1869729375325
17947,27983,7749,0.038795,0.003432,27983,0.0884650083773682
17756,28060,7747,0.036297,0.009833,28060,0.27090393145439
19781,27281,7774,0.035791,0.008178,27281,0.228493196613674
18253,27899,7752,0.044786,0.005074,27899,0.113294333050507
18062,27976,7750,0.048963,0.010351,27976,0.211404529951188
17871,28054,7747,0.039806,0.005949,28054,0.149449831683666
17680,28131,7744,0.041895,0.007272,28131,0.173576799140709
20182,27154,7778,0.027473,0.006584,27154,0.239653477960179
20086,27192,7777,0.028083,0.006609,27192,0.235338104903322
19991,27231,7775,0.025185,0.005896,27231,0.23410760373238
19895,27270,7774,0.034849,0.008789,27270,0.25220235874774
19704,27348,7771,0.038034,0.006954,27348,0.182836409528317
19609,27387,7770,0.032897,0.003969,27387,0.120649299328206
19514,27425,7769,0.041953,0.012554,27425,0.299239625294973
19418,27464,7767,0.035652,0.008457,27464,0.237209693705823
19323,27503,7766,0.035099,0.007021,27503,0.200034189008234
19227,27542,7765,0.031786,0.008234,27542,0.25904486251809
19132,27581,7763,0.028618,0.002975,27581,0.103955552449507
19036,27620,7762,0.033546,0.002957,27620,0.0881476181959101
18941,27658,7761,0.04188,0.006555,27658,0.156518624641834
18845,27697,7759,0.049999,0.0085,27697,0.170003400068001
18750,27736,7758,0.054717,0.019991,27736,0.365352632637023
18654,27775,7757,0.033907,0.006116,27775,0.180375733624325
18559,27814,7755,0.027671,0.004295,27814,0.155216652813415
18463,27852,7754,0.024216,0.00479,27852,0.19780310538487
18368,27891,7753,0.033378,0.007792,27891,0.233447180777758
18177,27969,7750,0.038374,0.008729,27969,0.227471725647574
17986,28047,7747,0.039713,0.005487,28047,0.138166343514718
17795,28124,7745,0.037486,0.005217,28124,0.139171957530812
17604,28202,7742,0.044727,0.009473,28202,0.211796006886221
20296,27142,7779,0.051207,0.014334,27142,0.279922666822895
19819,27337,7772,0.039683,0.010215,27337,0.257415013985838
18292,27961,7750,0.043105,0.007384,27961,0.171302633105208
18101,28039,7748,0.037607,0.005532,28039,0.147100273885181
17910,28117,7745,0.035806,0.006931,28117,0.193570909903368
17719,28195,7742,0.043924,0.006328,28195,0.144067024861124
17528,28273,7740,0.043964,0.010631,28273,0.241811482121736
20029,27286,7774,0.065809,0.017252,27286,0.262152593110365
19933,27325,7772,0.037478,0.010807,27325,0.288355835423448
19742,27404,7770,0.033263,0.007254,27404,0.218080149114632
19647,27443,7768,0.029019,0.005793,27443,0.199627830042386
19552,27482,7767,0.036317,0.004565,27482,0.125698708593772
19456,27521,7766,0.039987,0.011592,27521,0.289894215620077
19361,27560,7764,0.041038,0.012305,27560,0.299844046980847
19265,27600,7763,0.037011,0.006559,27600,0.177217583961525
19170,27639,7762,0.030803,0.001646,27639,0.0534363536019219
19075,27678,7760,0.034452,0.006387,27678,0.185388366422849
18979,27717,7759,0.035634,0.007946,27717,0.222989279901218
18884,27756,7758,0.039532,0.009293,27756,0.235075381969038
18788,27795,7756,0.04849,0.008975,27795,0.185089709218396
18693,27835,7755,0.053364,0.005203,27835,0.0975001873922494
18597,27874,7754,0.042736,0.004756,27874,0.11128790715088
18502,27913,7752,0.030643,0.009429,27913,0.307704859184806
18407,27952,7751,0.02951,0.004546,27952,0.154049474754321
18216,28030,7748,0.033549,0.004477,28030,0.133446600494799
18025,28109,7745,0.036068,0.005986,28109,0.165964289675058
17834,28187,7743,0.036502,0.007463,28187,0.204454550435593
17643,28265,7740,0.03791,0.008523,28265,0.224821946715906
17453,28344,7737,0.046627,0.007958,28344,0.170673644025994
19857,27392,7770,0.043204,0.007552,27392,0.174798629756504
18331,28021,7749,0.036997,0.016837,28021,0.45509095332054
18140,28100,7746,0.042164,0.008618,28100,0.204392372640167
17949,28178,7743,0.04043,0.008406,28178,0.207914914667326
17758,28257,7740,0.048473,0.009347,28257,0.192828997586285
17568,28336,7738,0.040137,0.004531,28336,0.112888357375987
17377,28414,7735,0.036494,0.007601,28414,0.208280813284376
19789,27454,7768,0.031927,0.002523,27454,0.079024023553732
19696,27492,7767,0.038812,0.014846,27492,0.382510563743172
19603,27530,7766,0.034356,0.006865,27530,0.199819536616603
19511,27568,7764,0.038892,0.005455,27568,0.140260207754808
19418,27606,7763,0.039819,0.005213,27606,0.130917401240614
19326,27644,7762,0.045437,0.005962,27644,0.131214648854458
19233,27682,7760,0.047944,0.021117,27682,0.440451359919907
19141,27720,7759,0.033256,0.005332,27720,0.160331970170796
19048,27758,7758,0.041118,0.008344,27758,0.202928157984338
18956,27796,7756,0.042841,0.010464,27796,0.244252001587265
18863,27834,7755,0.03986,0.005895,27834,0.147892624184646
18770,27872,7754,0.04868,0.015454,27872,0.317460969597371
18678,27911,7752,0.051678,0.006444,27911,0.124695228143504
18585,27949,7751,0.052823,0.005525,27949,0.104594589478068
18493,27987,7750,0.055301,0.007228,27987,0.130702880598904
18400,28025,7749,0.033328,0.003281,28025,0.0984457513202112
18215,28101,7746,0.028435,0.007186,28101,0.252716722349217
18030,28177,7743,0.032427,0.009144,28177,0.281987232861504
17845,28253,7741,0.029006,0.004287,28253,0.147797007515686
17660,28329,7738,0.04355,0.006098,28329,0.140022962112514
17475,28405,7735,0.04603,0.003495,28405,0.0759287421247013
17289,28481,7733,0.038529,0.0043,28481,0.111604246152249
19990,27406,7770,0.075999,0.016213,27406,0.213331754365189
18321,28090,7746,0.034776,0.002459,28090,0.0707096848401196
18135,28166,7744,0.034086,0.010186,28166,0.298832365193921
17950,28242,7741,0.037573,0.004479,28242,0.119207941873154
17764,28317,7739,0.04215,0.007269,28317,0.172455516014235
17579,28393,7736,0.038074,0.012699,28393,0.333534695592793
17393,28469,7733,0.04857,0.009481,28469,0.195202800082355
17208,28545,7731,0.039533,0.005467,28545,0.138289530265854
19727,27548,7765,0.060495,0.018749,27548,0.30992644020167
19634,27586,7764,0.040776,0.010097,27586,0.2476211496959
19542,27624,7762,0.043023,0.008523,27624,0.198103340073914
19449,27662,7761,0.042112,0.008156,27662,0.193674012158055
19356,27700,7760,0.037577,0.010392,27700,0.27655214625968
19263,27737,7759,0.049075,0.009583,27737,0.195272542027509
19170,27775,7757,0.040215,0.003721,27775,0.0925276638070372
19077,27813,7756,0.033428,0.007739,27813,0.231512504487256
18984,27851,7755,0.034471,0.00589,27851,0.170868266078733
18891,27889,7753,0.045704,0.010565,27889,0.23116138631192
18798,27927,7752,0.037993,0.002455,27927,0.0646171663201116
18706,27965,7751,0.034664,0.005259,27965,0.151713593353335
18613,28003,7749,0.032884,0.006108,28003,0.185743826785063
18520,28041,7748,0.047957,0.004174,28041,0.0870363033550889
18427,28079,7747,0.037418,0.006851,28079,0.183093698220108
18241,28155,7744,0.032735,0.007865,28155,0.240262715747671
18055,28230,7742,0.02797,0.00626,28230,0.223811226313908
17870,28306,7739,0.036066,0.006938,28306,0.192369544723562
17684,28382,7736,0.035412,0.008315,28382,0.234807409917542
