,,,Mg/Ca,StDev,,RelStDev
15851,6172,8442,0.051032,0.006491,6172,0.12719470136385
15744,6169,8442,0.03664,0.010541,6169,0.287691048034935
15636,6166,8442,0.046205,0.005539,6166,0.119878800995563
16326,6283,8439,0.092087,0.03206,6283,0.348149032979682
16221,6279,8439,0.040699,0.007669,6279,0.18843214821003
16115,6275,8439,0.046608,0.012377,6275,0.265555269481634
16009,6271,8439,0.04754,0.009328,6271,0.196213714766512
15903,6267,8439,0.04729,0.009954,6267,0.210488475364771
15797,6263,8439,0.040685,0.005975,6263,0.146860022121175
15691,6259,8439,0.046477,0.012353,6259,0.265787378703445
16372,6380,8436,0.058526,0.008098,6380,0.138365854492021
16267,6376,8436,0.04275,0.009373,6376,0.219251461988304
16163,6371,8436,0.04997,0.017386,6371,0.347928757254353
16059,6367,8436,0.044955,0.004915,6367,0.109331553775998
15955,6362,8436,0.046674,0.007819,6362,0.167523674851095
15850,6358,8436,0.039407,0.00492,6358,0.124850914812089
15746,6353,8436,0.037568,0.007252,6353,0.193036626916525
16416,6477,8433,0.051122,0.012604,6477,0.24654747466844
16313,6472,8433,0.045465,0.008731,6472,0.192037831298801
16209,6467,8433,0.043276,0.009249,6467,0.213721231167391
16105,6462,8433,0.048995,0.015765,6462,0.321767527298704
16002,6457,8433,0.040776,0.005589,6457,0.137065921130077
15898,6452,8433,0.037281,0.009374,6452,0.251441753171857
15795,6447,8433,0.040295,0.007289,6447,0.180890929395707
16460,6574,8430,0.04913,0.013734,6574,0.279544066761653
16358,6568,8430,0.048672,0.014269,6568,0.293166502301118
16255,6563,8430,0.043758,0.006134,6563,0.140180081356552
16152,6557,8430,0.05633,0.007977,6557,0.141611929699982
16049,6551,8430,0.040934,0.009463,6551,0.231177016660966
15946,6546,8430,0.034891,0.011361,6546,0.325614055200481
15843,6540,8431,0.040467,0.009782,6540,0.241727827612623
16505,6671,8427,0.051752,0.013935,6671,0.269264955943732
16403,6665,8427,0.043655,0.012252,6665,0.280655136868629
16301,6658,8427,0.04646,0.010319,6658,0.222105036590616
16198,6652,8427,0.062052,0.005953,6652,0.0959356668600529
16096,6646,8427,0.035382,0.006536,6646,0.184726697190662
15994,6640,8428,0.043464,0.010405,6640,0.239393521074913
15892,6634,8428,0.042149,0.015998,6634,0.379558233884552
16559,6764,8424,0.042284,0.006124,6764,0.144830195818749
16456,6757,8424,0.042166,0.008857,6757,0.210050751790542
16353,6751,8424,0.047491,0.01188,6751,0.250152660504096
16250,6745,8424,0.055808,0.010887,6745,0.195079558486239
16148,6739,8425,0.035397,0.010306,6739,0.291154617622962
16045,6733,8425,0.039902,0.005317,6733,0.133251466091925
15942,6726,8425,0.048123,0.018438,6726,0.383143195561374
16612,6857,8421,0.043278,0.008217,6857,0.189865520587828
16509,6850,8421,0.041737,0.007614,6850,0.182428061432302
16406,6844,8421,0.043011,0.007184,6844,0.167027039594522
16302,6838,8422,0.058606,0.006796,6838,0.115960823123912
16199,6832,8422,0.042747,0.011604,6832,0.271457646150607
16095,6825,8422,0.034479,0.00976,6825,0.283070854723165
15992,6819,8422,0.038641,0.011117,6819,0.287699593695815
16666,6949,8418,0.043842,0.009205,6949,0.209958487295288
16562,6943,8418,0.044869,0.010418,6943,0.232187033363792
16458,6937,8419,0.041104,0.00542,6937,0.131860646165823
16354,6931,8419,0.058193,0.007933,6931,0.136322238069871
16250,6924,8419,0.048122,0.011222,6924,0.233198952661984
16146,6918,8419,0.039265,0.013127,6918,0.334318094995543
16042,6912,8419,0.041203,0.00987,6912,0.239545664150669
16720,7042,8415,0.036848,0.008131,7042,0.220663265306122
16615,7036,8416,0.038283,0.011234,7036,0.293446177154351
16511,7030,8416,0.052659,0.009385,7030,0.178222146261798
16406,7024,8416,0.056319,0.01374,7024,0.243967399989346
16301,7017,8416,0.042839,0.008681,7017,0.202642451971335
16197,7011,8416,0.03377,0.009192,7011,0.272194255256145
16092,7005,8416,0.044134,0.015163,7005,0.343567317714234
16774,7135,8413,0.034751,0.01187,7135,0.341572904376853
16668,7129,8413,0.037013,0.006637,7129,0.179315375678816
16563,7123,8413,0.048354,0.013292,7123,0.274889357653969
16458,7116,8413,0.058153,0.009855,7116,0.169466751500352
16352,7110,8413,0.040735,0.012579,7110,0.308800785565239
16247,7104,8413,0.032683,0.005879,7104,0.179879448031087
16142,7097,8413,0.038859,0.009251,7097,0.238065827736174
16828,7228,8410,0.089577,0.022649,7228,0.252843921988903
16722,7222,8410,0.038449,0.009429,7222,0.245233946266483
16616,7216,8410,0.04081,0.009172,7216,0.224748836069591
16510,7209,8410,0.047639,0.004533,7209,0.0951531308381788
16404,7203,8410,0.044799,0.010748,7203,0.239916069555124
16298,7197,8410,0.040808,0.008331,7197,0.204151146833954
16192,7190,8410,0.050311,0.010125,7190,0.201248235972253
16881,7321,8407,0.045937,0.023377,7321,0.508892613797157
16775,7315,8407,0.038276,0.008822,7315,0.230483854112237
16668,7308,8407,0.037632,0.009139,7308,0.242851828231293
16561,7302,8407,0.054831,0.007013,7302,0.127902099177473
16455,7296,8407,0.047691,0.014829,7296,0.310939170912751
16348,7289,8407,0.041616,0.006145,7289,0.147659554017685
16242,7283,8407,0.038141,0.007645,7283,0.20044047088435
16935,7414,8404,0.059991,0.012968,7414,0.216165758197063
16828,7408,8404,0.038151,0.008456,7408,0.221645566302325
16721,7401,8404,0.037602,0.009029,7401,0.240120206372002
16613,7395,8404,0.044502,0.009302,7395,0.209024313513999
16506,7389,8404,0.041472,0.005955,7389,0.143590856481481
16399,7382,8404,0.034126,0.00922,7382,0.270175232960206
16292,7376,8404,0.040161,0.004181,7376,0.104105973456836
16989,7507,8401,0.045428,0.018126,7507,0.399005018931056
16881,7500,8401,0.036103,0.005379,7500,0.148990388610365
16773,7494,8401,0.038997,0.010161,7494,0.260558504500346
16665,7488,8401,0.054602,0.01027,7488,0.188088348412146
16557,7481,8401,0.045621,0.009646,7481,0.21143771508735
16449,7475,8401,0.034619,0.008802,7475,0.254253444640226
16342,7469,8401,0.037961,0.010687,7469,0.281525776454783
17043,7600,8398,0.04809,0.002938,7600,0.0610937824911624
16934,7593,8398,0.040764,0.009048,7593,0.221960553429497
16826,7587,8398,0.038327,0.005316,7587,0.138701176716153
16717,7581,8398,0.047834,0.011661,7581,0.243780574486767
16609,7574,8398,0.038612,0.012232,7574,0.316792706930488
16500,7568,8398,0.037821,0.012263,7568,0.324237857275059
16392,7561,8399,0.039605,0.018081,7561,0.456533266001767
17096,7693,8395,0.041915,0.008769,7693,0.209209113682453
16987,7687,8395,0.03884,0.006154,7687,0.158444902162719
16878,7681,8395,0.046616,0.008366,7681,0.179466277672902
16768,7675,8395,0.059307,0.009649,7675,0.162695803193552
16659,7669,8395,0.041666,0.009528,7669,0.228675658810541
16550,7663,8396,0.038599,0.005761,7663,0.149252571310138
16440,7657,8396,0.042627,0.014858,7657,0.348558425411124
17150,7786,8392,0.038051,0.002392,7786,0.0628629996583533
17040,7781,8392,0.036356,0.008537,7781,0.234816811530421
16930,7775,8392,0.043944,0.012908,7775,0.293737484070635
16820,7769,8392,0.050983,0.004591,7769,0.0900496243845988
16709,7763,8392,0.043195,0.008143,7763,0.188517189489524
16599,7758,8393,0.035031,0.009423,7758,0.268990322856898
16489,7752,8393,0.041079,0.005984,7752,0.14567053725748
17212,7867,8390,0.035455,0.007125,7867,0.200958962064589
17100,7863,8390,0.042272,0.009736,7863,0.230317940953823
16987,7860,8390,0.044187,0.015237,7860,0.344829927354199
16875,7856,8390,0.045915,0.010895,7856,0.23728628988348
16763,7852,8390,0.04863,0.012628,7852,0.259675097676332
16651,7849,8390,0.031526,0.006017,7849,0.190858339148639
16539,7845,8390,0.037108,0.011597,7845,0.312520211275197
17286,7948,8387,0.042788,0.008265,7948,0.19316163410302
17185,7947,8387,0.037356,0.007829,7947,0.209578113288361
17083,7945,8387,0.041574,0.005973,7945,0.143671525472651
16982,7944,8387,0.048036,0.017348,7944,0.361145807311183
16881,7943,8387,0.066066,0.010475,7943,0.158553567644477
16779,7941,8387,0.040764,0.006083,7941,0.14922480620155
16678,7940,8387,0.042459,0.009272,7940,0.218375373890106
16577,7938,8387,0.035765,0.01138,7938,0.318188172794632
17348,8028,8385,0.043352,0.006222,8028,0.143522790182691
17245,8029,8385,0.043866,0.006831,8029,0.155724251128437
17142,8029,8384,0.038817,0.009249,8029,0.238271891181699
17039,8030,8384,0.044105,0.008507,8030,0.19288062577939
16936,8031,8384,0.060477,0.002065,8031,0.0341452122294426
16833,8031,8384,0.046408,0.010368,8031,0.223409756938459
16729,8032,8384,0.04215,0.01126,8032,0.267141162514828
16626,8032,8384,0.040374,0.011794,8032,0.292118690246198
17410,8109,8382,0.043317,0.009825,8109,0.226816261513955
17305,8111,8382,0.035887,0.007493,8111,0.208794270905899
17200,8114,8382,0.042076,0.010269,8114,0.244058370567544
17095,8116,8382,0.039988,0.005183,8116,0.12961388416525
16991,8119,8381,0.059061,0.008303,8119,0.140583464553597
16886,8121,8381,0.045323,0.006092,8121,0.134412991196523
16781,8123,8381,0.034607,0.003461,8123,0.100008668766435
16676,8126,8381,0.040789,0.01948,8126,0.477579739635686
17472,8189,8380,0.032818,0.004896,8189,0.149186422085441
17365,8194,8379,0.036814,0.005733,8194,0.155728798826533
17259,8198,8379,0.040887,0.008922,8198,0.21821116736371
17152,8202,8379,0.041123,0.002719,8202,0.0661187170196727
17046,8207,8379,0.047063,0.013114,8207,0.278647770010412
16939,8211,8378,0.042428,0.010836,8211,0.255397379089281
16833,8215,8378,0.028055,0.005998,8215,0.213794332561041
16726,8219,8378,0.038008,0.009835,8219,0.258761313407704
17534,8270,8377,0.044734,0.012319,8270,0.275383377296911
17425,8276,8377,0.045005,0.011201,8276,0.248883457393623
17317,8282,8377,0.035016,0.010054,8282,0.287125885309573
17209,8288,8376,0.039086,0.002873,8288,0.0735045796448856
17101,8295,8376,0.048318,0.00323,8295,0.0668487934103233
16992,8301,8376,0.043369,0.011507,8301,0.2653277686827
16884,8307,8375,0.035203,0.007399,8307,0.210180950487174
16776,8313,8375,0.043477,0.010881,8313,0.250270257837477
17595,8350,8375,0.035174,0.00817,8350,0.232273838630807
17485,8358,8374,0.035085,0.006171,8358,0.175887131252672
17375,8367,8374,0.032164,0.00945,8367,0.293806740455167
17266,8375,8374,0.039017,0.012224,8375,0.31329933106082
17156,8383,8373,0.058946,0.014313,8383,0.242815458215994
17046,8391,8373,0.037453,0.010185,8391,0.271940832510079
16936,8399,8372,0.034105,0.007897,8399,0.231549626154523
16826,8407,8372,0.034733,0.012311,8407,0.354446779719575
17668,8430,8372,0.038689,0.009595,8430,0.248003308433922
17568,8439,8372,0.036188,0.004263,8439,0.117801481153974
17467,8448,8371,0.031931,0.007815,8448,0.244746484607435
17367,8457,8371,0.03508,0.003881,8457,0.110632839224629
17266,8466,8371,0.045278,0.003688,8466,0.0814523609700075
17166,8475,8370,0.060498,0.005273,8475,0.0871599061125988
17065,8484,8370,0.04026,0.006426,8484,0.159612518628912
16965,8493,8369,0.039913,0.007622,8493,0.190965349635457
16864,8501,8369,0.037095,0.015147,8501,0.408329963606955
17733,8514,8370,0.040331,0.006232,8514,0.154521335945055
17630,8525,8369,0.03349,0.006536,8525,0.195162735144819
17528,8535,8369,0.036444,0.009589,8535,0.263116013609922
17426,8545,8368,0.040092,0.007593,8545,0.189389404369949
17323,8555,8368,0.04358,0.007873,8555,0.180656264341441
17221,8565,8367,0.051856,0.00766,8565,0.147716754088244
17119,8575,8367,0.042432,0.004556,8575,0.107371794871795
17016,8586,8367,0.043338,0.004552,8586,0.105034842401588
16914,8596,8366,0.035575,0.007459,8596,0.209669711876318
17797,8599,8367,0.038625,0.009788,8599,0.253411003236246
17692,8610,8366,0.045545,0.008789,8610,0.192973981776265
17588,8622,8366,0.034363,0.004832,8622,0.140616360620435
17484,8633,8366,0.0325,0.002595,8633,0.0798461538461538
17380,8645,8365,0.041692,0.008418,8645,0.201909239182577
17276,8656,8365,0.049155,0.003943,8656,0.0802156443901943
17172,8667,8364,0.047001,0.012086,8667,0.257143465032659
17068,8679,8364,0.040026,0.005402,8679,0.134962274521561
16964,8690,8363,0.039118,0.008031,8690,0.205301907050463
17861,8683,8364,0.039678,0.011575,8683,0.291723373153889
17755,8696,8364,0.040931,0.007315,8696,0.178715399086267
17649,8709,8363,0.041382,0.00921,8709,0.222560533565318
17543,8721,8363,0.033855,0.008327,8721,0.245960714813174
17437,8734,8362,0.037341,0.007477,8734,0.20023566589004
17331,8747,8362,0.051852,0.008013,8747,0.154535987040037
17226,8759,8361,0.045488,0.009097,8759,0.199986809708055
17120,8772,8361,0.03788,0.012353,8772,0.326108764519535
17014,8784,8360,0.035522,0.00993,8784,0.279545070660436
17924,8769,8362,0.035066,0.008969,8769,0.255774824616438
17816,8783,8361,0.037158,0.006575,8783,0.176947090801443
17708,8798,8360,0.036615,0.007834,8798,0.213956028949884
17600,8812,8360,0.027686,0.002659,8812,0.096041320523008
17492,8827,8359,0.038331,0.009465,8827,0.246928073882758
17383,8841,8359,0.047175,0.010011,8841,0.212209856915739
17275,8856,8358,0.047954,0.005413,8856,0.11287900905034
17167,8870,8358,0.038841,0.008456,8870,0.217708091964676
17059,8885,8357,0.034933,0.012506,8885,0.357999599232817
17998,8852,8359,0.041382,0.004615,8852,0.111521917742013
17897,8867,8358,0.035852,0.005681,8867,0.158456989847149
17797,8882,8358,0.038953,0.003616,8882,0.0928298205529741
17697,8897,8357,0.036384,0.005802,8897,0.159465699208443
17596,8912,8357,0.040715,0.004906,8912,0.120496131646813
17496,8927,8356,0.040865,0.005101,8927,0.124825645417839
17395,8942,8356,0.056825,0.006516,8942,0.114667839859217
17295,8957,8355,0.043856,0.012838,8957,0.292730755198833
17195,8971,8354,0.045088,0.018966,8971,0.420644073811214
17094,8986,8354,0.036405,0.021011,8986,0.577145996429062
18061,8937,8356,0.056244,0.012475,8937,0.221801436597682
17959,8954,8356,0.047458,0.01939,8954,0.40857178979308
17856,8970,8355,0.035502,0.002331,8970,0.0656582727733649
17754,8987,8355,0.032437,0.005034,8987,0.155193143632272
17652,9004,8354,0.042622,0.012372,9004,0.29027262915865
17549,9020,8353,0.042439,0.00257,9020,0.0605575060675322
17447,9037,8353,0.064569,0.009293,9037,0.143923554646967
17344,9054,8352,0.041256,0.013217,9054,0.320365522590653
17242,9070,8351,0.041051,0.005898,9070,0.143674940927139
17139,9087,8351,0.044736,0.00764,9087,0.170779685264664
18230,9004,8354,0.074909,0.025983,9004,0.346860857840847
18125,9022,8354,0.068852,0.023558,9022,0.34215418578981
18021,9041,8353,0.041564,0.006106,9041,0.146905976325666
17916,9059,8352,0.04102,0.005,9059,0.121891760117016
17811,9077,8352,0.033818,0.008003,9077,0.236649121769472
17707,9096,8351,0.038023,0.007578,9096,0.199300423427925
17602,9114,8350,0.04302,0.006324,9114,0.147001394700139
17498,9132,8350,0.061107,0.00557,9132,0.0911515865612778
17393,9150,8349,0.044292,0.00683,9150,0.154203919443692
17289,9169,8348,0.038713,0.005247,9169,0.135535866504792
17184,9187,8348,0.039828,0.012962,9187,0.325449432560008
18296,9087,8352,0.08268,0.01379,9087,0.166787614900822
18189,9107,8351,0.066016,0.005405,9107,0.0818740911294232
18082,9127,8350,0.041044,0.009899,9127,0.241180196861904
17976,9147,8350,0.037676,0.012937,9147,0.343375092897335
17869,9167,8349,0.037126,0.005437,9167,0.146447233744546
17762,9187,8348,0.034975,0.0083,9187,0.237312365975697
17656,9207,8347,0.04288,0.008472,9207,0.197574626865672
17549,9227,8347,0.059644,0.007357,9227,0.123348534638857
17442,9247,8346,0.042591,0.008901,9247,0.20898781432697
17336,9267,8345,0.037533,0.008184,9267,0.218048117656462
17229,9288,8344,0.034134,0.008494,9288,0.24884279603914
18262,9190,8349,0.054437,0.011532,9190,0.211841210941088
18162,9210,8348,0.042125,0.021228,9210,0.503928783382789
18062,9230,8347,0.040049,0.008918,9230,0.222677220405004
17963,9250,8346,0.033743,0.007366,9250,0.218297128293276
17863,9270,8346,0.031006,0.005132,9270,0.16551635167387
17763,9290,8345,0.039358,0.008314,9290,0.211240408557345
17664,9310,8344,0.050985,0.005574,9310,0.109326272433069
17564,9330,8343,0.069643,0.012237,9330,0.175710408799161
17464,9350,8343,0.050375,0.009554,9350,0.189657568238213
17365,9370,8342,0.037102,0.005291,9370,0.14260686755431
17265,9390,8341,0.034155,0.01126,9390,0.329673547064851
18326,9275,8346,0.056659,0.011065,9275,0.195291127623149
18224,9297,8345,0.046677,0.011721,9297,0.251108683077319
18122,9318,8344,0.044474,0.009414,9318,0.211674236632639
18021,9340,8344,0.029961,0.007312,9340,0.244050599112179
17919,9361,8343,0.039072,0.004711,9361,0.120572276822277
17818,9383,8342,0.04345,0.00379,9383,0.0872266973532796
17716,9404,8341,0.047732,0.001979,9404,0.0414606553255678
17615,9426,8340,0.064773,0.006897,9426,0.106479551665046
17513,9447,8340,0.037651,0.006464,9447,0.171682027037795
17411,9469,8339,0.043549,0.012157,9469,0.279156811867092
17310,9490,8338,0.02769,0.008537,9490,0.308306247742867
18390,9360,8343,0.050617,0.015188,9360,0.300057293004327
18286,9383,8342,0.062106,0.010646,9383,0.171416610311403
18183,9406,8342,0.038091,0.010528,9406,0.276390748470767
18079,9429,8341,0.042911,0.007738,9429,0.180326722751742
17976,9452,8340,0.043422,0.008089,9452,0.186288056745429
17872,9475,8339,0.045971,0.008151,9475,0.177307432946858
17769,9499,8338,0.051379,0.006902,9499,0.134335039607622
17665,9522,8337,0.069106,0.009069,9522,0.131233178016381
17562,9545,8337,0.043245,0.008327,9545,0.192554052491618
17458,9568,8336,0.036123,0.004858,9568,0.134484954184315
17355,9591,8335,0.045545,0.007778,9591,0.170776155450653
18444,9445,8341,0.046374,0.014912,9445,0.321559494544357
18339,9470,8340,0.060295,0.016315,9470,0.270586284103159
18234,9495,8339,0.04293,0.010079,9495,0.234777544840438
18130,9519,8338,0.04101,0.004116,9519,0.100365764447696
18026,9544,8337,0.041343,0.009004,9544,0.217787775439615
17921,9568,8336,0.041123,0.00839,9568,0.20402208010116
17816,9593,8335,0.050781,0.009883,9593,0.19462003505248
17712,9618,8334,0.077095,0.008451,9618,0.109618003761593
17608,9642,8333,0.04097,0.011893,9642,0.290285574810837
17503,9667,8333,0.038115,0.007842,9667,0.205745769382133
17398,9691,8332,0.044069,0.016932,9691,0.384215661803082
18506,9528,8338,0.037597,0.006331,9528,0.168391095034178
18408,9552,8337,0.069166,0.009947,9552,0.143813434346355
18311,9576,8336,0.041285,0.011607,9576,0.281143272374955
18214,9599,8335,0.045159,0.008714,9599,0.192962643105472
18117,9623,8335,0.038836,0.003107,9623,0.0800030899165722
18019,9647,8334,0.04657,0.009234,9647,0.198282155894353
17922,9670,8333,0.044582,0.008461,9670,0.189785115068862
17825,9694,8332,0.051035,0.006922,9694,0.135632409130989
17728,9718,8331,0.062461,0.009053,9718,0.144938441587551
