y,x,z,mg_ca,st_dev,part,sample_mode,dist
1016,-9357,11013,0.338805,0.030734,A,map,NA
966,-9298,11010,0.326723,0.044683,A,map,NA
917,-9240,11007,0.292143,0.011463,A,map,NA
867,-9182,11004,0.367875,0.054845,A,map,NA
817,-9124,11001,0.323668,0.01753,A,map,NA
767,-9066,10998,0.334496,0.025319,A,map,NA
718,-9008,10995,0.319968,0.029098,A,map,NA
1321,-9597,11027,0.394615,0.01957,A,map,NA
1270,-9538,11024,0.314607,0.015637,A,map,NA
1219,-9479,11021,0.353653,0.026312,A,map,NA
1168,-9420,11018,0.388204,0.097243,A,map,NA
1117,-9360,11014,0.388357,0.056524,A,map,NA
1067,-9301,11011,0.319028,0.012784,A,map,NA
1016,-9242,11008,0.321438,0.040694,A,map,NA
965,-9182,11005,0.33791,0.043493,A,map,NA
914,-9123,11002,0.367094,0.041047,A,map,NA
864,-9064,10999,0.350212,0.030317,A,map,NA
813,-9004,10996,0.344617,0.0107,A,map,NA
762,-8945,10993,0.316334,0.026787,A,map,NA
1377,-9548,11026,0.347952,0.020182,A,map,NA
1325,-9487,11023,0.302913,0.032105,A,map,NA
1273,-9427,11020,0.351408,0.047832,A,map,NA
1221,-9366,11017,0.329365,0.030375,A,map,NA
1169,-9306,11013,0.392254,0.034198,A,map,NA
1117,-9245,11010,0.366278,0.089486,A,map,NA
1066,-9185,11007,0.337756,0.023353,A,map,NA
1014,-9124,11004,0.339388,0.01789,A,map,NA
962,-9064,11001,0.364007,0.019995,A,map,NA
910,-9003,10998,0.349146,0.022469,A,map,NA
858,-8943,10995,0.35024,0.016373,A,map,NA
806,-8882,10992,0.350291,0.024256,A,map,NA
1437,-9502,11025,0.538297,0.045944,A,map,NA
1387,-9445,11022,0.332355,0.024773,A,map,NA
1338,-9388,11019,0.325677,0.019462,A,map,NA
1289,-9331,11016,0.32013200000000003,0.019247,A,map,NA
1240,-9273,11014,0.34611,0.016401,A,map,NA
1191,-9216,11011,0.40159,0.074774,A,map,NA
1142,-9159,11008,0.361352,0.05848,A,map,NA
1092,-9102,11005,0.372017,0.053193,A,map,NA
1043,-9044,11002,0.364786,0.058233,A,map,NA
994,-8987,10999,0.369821,0.02436,A,map,NA
945,-8930,10996,0.346607,0.037195,A,map,NA
896,-8873,10993,0.348463,0.030235,A,map,NA
847,-8815,10990,0.335201,0.010039,A,map,NA
1493,-9453,11025,0.446861,0.03113,A,map,NA
1443,-9394,11022,0.369642,0.014518,A,map,NA
1392,-9336,11019,0.325758,0.009746,A,map,NA
1342,-9278,11016,0.350555,0.032747,A,map,NA
1292,-9219,11013,0.366354,0.083795,A,map,NA
1242,-9161,11010,0.393469,0.034543,A,map,NA
1192,-9103,11007,0.39326,0.059721,A,map,NA
1142,-9044,11004,0.449185,0.142804,A,map,NA
1142,-9044,11004,0.32707,0.022727,A,map,NA
1092,-8986,11001,0.316565,0.011944,A,map,NA
1041,-8928,10998,0.350496,0.037377,A,map,NA
991,-8869,10995,0.325234,0.025513,A,map,NA
941,-8811,10992,0.364814,0.036579,A,map,NA
891,-8753,10989,0.39874,0.020809,A,map,NA
1548,-9397,11023,0.41426,0.030845,A,map,NA
1497,-9338,11020,0.376488,0.012982,A,map,NA
1446,-9279,11017,0.33493,0.020963,A,map,NA
1395,-9220,11014,0.329099,0.025853,A,map,NA
1344,-9162,11011,0.340876,0.022007,A,map,NA
1293,-9103,11008,0.355531,0.010744,A,map,NA
1242,-9044,11005,0.369001,0.015389,A,map,NA
1191,-8985,11002,0.3817,0.024799,A,map,NA
1139,-8926,10999,0.324357,0.014113,A,map,NA
1088,-8867,10996,0.334055,0.015779,A,map,NA
1037,-8808,10993,0.358105,0.015887,A,map,NA
986,-8749,10990,0.371333,0.033784,A,map,NA
935,-8690,10987,0.449774,0.024959,A,map,NA
1604,-9342,11022,0.437029,0.026742,A,map,NA
1552,-9283,11019,0.360111,0.01933,A,map,NA
1500,-9223,11016,0.316123,0.013707,A,map,NA
1448,-9163,11013,0.3264,0.015664,A,map,NA
1396,-9104,11010,0.325352,0.01184,A,map,NA
1344,-9044,11007,0.356029,0.016007,A,map,NA
1292,-8984,11004,0.36225,0.010966,A,map,NA
1240,-8925,11001,0.359296,0.028465,A,map,NA
1187,-8865,10998,0.33198,0.029924,A,map,NA
1135,-8806,10995,0.328462,0.018974,A,map,NA
1083,-8746,10992,0.35225,0.026672,A,map,NA
1031,-8686,10989,0.377586,0.009897,A,map,NA
979,-8627,10986,0.432551,0.032753,A,map,NA
1662,-9290,11022,0.583431,0.068838,A,map,NA
1612,-9233,11019,0.354876,0.017674,A,map,NA
1561,-9176,11016,0.316582,0.017142,A,map,NA
1511,-9119,11013,0.319381,0.01373,A,map,NA
1460,-9062,11010,0.335785,0.018141,A,map,NA
1410,-9004,11007,0.348296,0.01692,A,map,NA
1359,-8947,11004,0.356812,0.023737,A,map,NA
1309,-8890,11001,0.354542,0.012066,A,map,NA
1258,-8833,10998,0.349536,0.018017,A,map,NA
1208,-8776,10995,0.337988,0.025802,A,map,NA
1157,-8719,10992,0.355319,0.028817,A,map,NA
1107,-8662,10989,0.381081,0.03063,A,map,NA
1057,-8605,10986,0.411635,0.026604,A,map,NA
1006,-8547,10983,0.360686,0.014302,A,map,NA
1717,-9234,11021,0.44697,0.023801,A,map,NA
1665,-9175,11018,0.372755,0.021299,A,map,NA
1612,-9117,11015,0.321838,0.010733,A,map,NA
1560,-9058,11011,0.306317,0.00916,A,map,NA
1508,-9000,11008,0.339364,0.023755,A,map,NA
1455,-8941,11005,0.340697,0.010028,A,map,NA
1403,-8882,11002,0.354478,0.015049,A,map,NA
1351,-8824,10999,0.338861,0.018144,A,map,NA
1298,-8765,10996,0.312883,0.016202,A,map,NA
1246,-8707,10993,0.349946,0.027153,A,map,NA
1194,-8648,10990,0.393901,0.018023,A,map,NA
1141,-8589,10987,0.408896,0.029597,A,map,NA
1089,-8531,10984,0.40527,0.03189,A,map,NA
1036,-8472,10981,0.362145,0.016906,A,map,NA
1775,-9182,11020,0.412249,0.042327,A,map,NA
1724,-9125,11017,0.401637,0.029601,A,map,NA
1674,-9069,11014,0.316395,0.019202,A,map,NA
1623,-9013,11011,0.321261,0.013852,A,map,NA
1572,-8956,11008,0.32958,0.027078,A,map,NA
1521,-8900,11005,0.326189,0.017017,A,map,NA
1470,-8844,11002,0.339713,0.01555,A,map,NA
1419,-8787,10999,0.348496,0.006454,A,map,NA
1369,-8731,10996,0.342294,0.020435,A,map,NA
1318,-8675,10993,0.35643,0.018546,A,map,NA
1267,-8618,10990,0.39137,0.03127,A,map,NA
1216,-8562,10987,0.396903,0.025418,A,map,NA
1165,-8506,10985,0.352751,0.04345,A,map,NA
1114,-8450,10982,0.343037,0.00789,A,map,NA
1064,-8393,10979,0.366838,0.029808,A,map,NA
1853,-9161,11020,0.399726,0.037863,A,map,NA
1802,-9105,11017,0.363348,0.028058,A,map,NA
1751,-9049,11015,0.352681,0.006301,A,map,NA
1701,-8992,11012,0.32466,0.021231,A,map,NA
1650,-8936,11009,0.324608,0.021509,A,map,NA
1599,-8880,11006,0.334708,0.008151,A,map,NA
1549,-8823,11003,0.352693,0.018839,A,map,NA
1498,-8767,11000,0.356854,0.016555,A,map,NA
1447,-8711,10997,0.359953,0.017819,A,map,NA
1396,-8654,10994,0.392702,0.03759,A,map,NA
1346,-8598,10991,0.404544,0.028578,A,map,NA
1295,-8542,10988,0.423831,0.03677,A,map,NA
1244,-8485,10985,0.369738,0.015408,A,map,NA
1193,-8429,10982,0.366562,0.030241,A,map,NA
1143,-8373,10979,0.370272,0.019376,A,map,NA
1092,-8316,10976,0.388645,0.021103,A,map,NA
1931,-9141,11021,0.382706,0.011646,A,map,NA
1880,-9085,11018,0.328174,0.013842,A,map,NA
1829,-9028,11015,0.302345,0.018806,A,map,NA
1779,-8972,11012,0.316319,0.015191,A,map,NA
1728,-8916,11009,0.303447,0.018284,A,map,NA
1677,-8859,11006,0.34613,0.01514,A,map,NA
1627,-8803,11003,0.340453,0.011043,A,map,NA
1576,-8747,11001,0.329447,0.004929,A,map,NA
1526,-8690,10998,0.351072,0.004726,A,map,NA
1475,-8634,10995,0.375427,0.018788,A,map,NA
1424,-8578,10992,0.371444,0.011889,A,map,NA
1374,-8521,10989,0.378202,0.012498,A,map,NA
1323,-8465,10986,0.34553,0.016328,A,map,NA
1272,-8409,10983,0.362406,0.032359,A,map,NA
1222,-8352,10980,0.363997,0.020476,A,map,NA
1171,-8296,10977,0.387866,0.029132,A,map,NA
1120,-8240,10974,0.407917,0.038943,A,map,NA
2008,-9120,11022,0.436761,0.043789,A,map,NA
1958,-9064,11019,0.325483,0.026233,A,map,NA
1907,-9008,11016,0.319049,0.014344,A,map,NA
1857,-8952,11013,0.323048,0.032001,A,map,NA
1806,-8895,11010,0.339596,0.0080510000000000009,A,map,NA
1756,-8839,11007,0.322955,0.017736,A,map,NA
1705,-8783,11004,0.337424,0.010181,A,map,NA
1654,-8726,11001,0.354276,0.007971,A,map,NA
1604,-8670,10998,0.338185,0.022368,A,map,NA
1553,-8614,10995,0.372058,0.019921,A,map,NA
1503,-8557,10992,0.420609,0.029244,A,map,NA
1452,-8501,10989,0.450645,0.046235,A,map,NA
1402,-8445,10987,0.391975,0.019041,A,map,NA
1351,-8388,10984,0.360934,0.01955,A,map,NA
1301,-8332,10981,0.405949,0.032869,A,map,NA
1250,-8276,10978,0.364076,0.020475,A,map,NA
1200,-8219,10975,0.417247,0.053409,A,map,NA
1149,-8163,10972,0.40794,0.020717,A,map,NA
2086,-9100,11022,0.835027,0.097979,A,map,NA
2035,-9044,11019,0.309847,0.020523,A,map,NA
1985,-8987,11016,0.321211,0.034711,A,map,NA
1935,-8931,11014,0.312275,0.012667,A,map,NA
1884,-8875,11011,0.333208,0.013163,A,map,NA
1834,-8818,11008,0.353513,0.015845,A,map,NA
1783,-8762,11005,0.347197,0.017211,A,map,NA
1733,-8706,11002,0.332107,0.026831,A,map,NA
1682,-8650,10999,0.375909,0.016506,A,map,NA
1632,-8593,10996,0.360397,0.033422,A,map,NA
1581,-8537,10993,0.381602,0.025091,A,map,NA
1531,-8481,10990,0.436528,0.034596,A,map,NA
1480,-8424,10987,0.394375,0.019509,A,map,NA
1430,-8368,10984,0.367287,0.011731,A,map,NA
1379,-8312,10981,0.368959,0.010708,A,map,NA
1329,-8255,10978,0.405359,0.024924,A,map,NA
1278,-8199,10975,0.382505,0.022526,A,map,NA
1228,-8143,10973,0.403472,0.019365,A,map,NA
1177,-8086,10970,0.38637,0.023368,A,map,NA
2214,-9136,11026,0.5418,0.030402,A,map,NA
2164,-9080,11023,0.406793,0.080001,A,map,NA
2114,-9024,11020,0.4918,0.033732,A,map,NA
2063,-8968,11017,0.278168,0.024264,A,map,NA
2013,-8912,11014,0.288459,0.025361,A,map,NA
1963,-8856,11011,0.292332,0.009796,A,map,NA
1913,-8800,11008,0.351323,0.026833,A,map,NA
1862,-8744,11005,0.33462,0.022975,A,map,NA
1812,-8688,11003,0.345825,0.013749,A,map,NA
1762,-8632,11000,0.33556,0.017689,A,map,NA
1712,-8576,10997,0.363529,0.024547,A,map,NA
1662,-8521,10994,0.375489,0.013995,A,map,NA
1611,-8465,10991,0.408312,0.02119,A,map,NA
1561,-8409,10988,0.377925,0.013565,A,map,NA
1511,-8353,10985,0.38441,0.022968,A,map,NA
1461,-8297,10982,0.370457,0.018862,A,map,NA
1410,-8241,10979,0.393128,0.036133,A,map,NA
1360,-8185,10976,0.406369,0.031017,A,map,NA
1310,-8129,10974,0.376628,0.022369,A,map,NA
1260,-8073,10971,0.405265,0.016214,A,map,NA
1210,-8017,10968,0.402944,0.028421,A,map,NA
2243,-9049,11023,0.320786,0.019908,A,map,NA
2190,-8992,11020,0.270048,0.016647,A,map,NA
2138,-8934,11017,0.325727,0.021177,A,map,NA
2085,-8876,11014,0.260376,0.006395,A,map,NA
2033,-8818,11011,0.306837,0.027865,A,map,NA
1980,-8760,11008,0.316964,0.010707,A,map,NA
1927,-8702,11005,0.345386,0.011291,A,map,NA
1875,-8644,11002,0.32958,0.025575,A,map,NA
1822,-8586,10999,0.344623,0.025792,A,map,NA
1770,-8529,10996,0.359789,0.031518,A,map,NA
1717,-8471,10993,0.402996,0.013437,A,map,NA
1665,-8413,10990,0.414422,0.006395,A,map,NA
1612,-8355,10987,0.386104,0.029944,A,map,NA
1560,-8297,10984,0.385448,0.022545,A,map,NA
1507,-8239,10981,0.382824,0.011101,A,map,NA
1455,-8181,10978,0.367154,0.02854,A,map,NA
1402,-8123,10975,0.376506,0.020618,A,map,NA
1349,-8066,10972,0.38836,0.015699,A,map,NA
1297,-8008,10969,0.416596,0.040232,A,map,NA
1244,-7950,10966,0.400218,0.02621,A,map,NA
2324,-9022,11024,0.258871,0.024243,A,map,NA
2272,-8965,11021,0.243646,0.013672,A,map,NA
2220,-8907,11018,0.238979,0.023276,A,map,NA
2167,-8850,11015,0.268932,0.012611,A,map,NA
2115,-8793,11012,0.255178,0.014147,A,map,NA
2062,-8736,11009,0.29723,0.022881,A,map,NA
2010,-8679,11006,0.349046,0.005911,A,map,NA
1958,-8622,11003,0.367084,0.022178,A,map,NA
1905,-8565,11000,0.352792,0.037193,A,map,NA
1853,-8508,10997,0.369851,0.009297,A,map,NA
1800,-8451,10994,0.381061,0.02241,A,map,NA
1748,-8394,10991,0.390046,0.01278,A,map,NA
1696,-8337,10988,0.371839,0.01741,A,map,NA
1643,-8280,10985,0.392256,0.016026,A,map,NA
1591,-8223,10982,0.397863,0.023153,A,map,NA
1538,-8165,10979,0.376561,0.023014,A,map,NA
1486,-8108,10976,0.365605,0.014127,A,map,NA
1434,-8051,10973,0.380974,0.01943,A,map,NA
1381,-7994,10970,0.386464,0.03303,A,map,NA
1329,-7937,10967,0.407541,0.020935,A,map,NA
1277,-7880,10964,0.410531,0.03313,A,map,NA
2406,-8994,11024,0.214812,0.023578000000000002,A,map,NA
2354,-8937,11021,0.207296,0.012438,A,map,NA
2301,-8881,11018,0.222305,0.022192,A,map,NA
2249,-8825,11015,0.245816,0.008282,A,map,NA
2197,-8768,11012,0.270825,0.014251,A,map,NA
2145,-8712,11009,0.278787,0.017044,A,map,NA
2092,-8656,11006,0.29409,0.030125,A,map,NA
2040,-8599,11003,0.367719,0.007956,A,map,NA
1988,-8543,11000,0.372127,0.01229,A,map,NA
1936,-8487,10998,0.355904,0.020544,A,map,NA
1883,-8430,10995,0.38978,0.015669,A,map,NA
1831,-8374,10992,0.39576,0.014524,A,map,NA
1779,-8317,10989,0.357001,0.015647,A,map,NA
1727,-8261,10986,0.375713,0.018541,A,map,NA
1674,-8205,10983,0.425343,0.018584,A,map,NA
1622,-8148,10980,0.387674,0.030461,A,map,NA
1570,-8092,10977,0.408499,0.029678,A,map,NA
1518,-8036,10974,0.366235,0.015306,A,map,NA
1465,-7979,10971,0.38632,0.013765,A,map,NA
1413,-7923,10968,0.389532,0.017338,A,map,NA
1361,-7867,10965,0.401237,0.026155,A,map,NA
1309,-7810,10962,0.419623,0.02599,A,map,NA
2487,-8966,11025,0.260518,0.019109,A,map,NA
2435,-8910,11022,0.193477,0.029209,A,map,NA
2383,-8854,11019,0.187617,0.023015,A,map,NA
2331,-8799,11016,0.194604,0.017096,A,map,NA
2279,-8743,11013,0.302551,0.020892,A,map,NA
2227,-8687,11010,0.26169,0.006279,A,map,NA
2175,-8632,11007,0.269052,0.015273,A,map,NA
2123,-8576,11004,0.359916,0.063637,A,map,NA
2070,-8520,11001,0.354989,0.019877,A,map,NA
2018,-8465,10998,0.353203,0.01702,A,map,NA
1966,-8409,10995,0.393739,0.018252,A,map,NA
1914,-8353,10992,0.40926,0.025217,A,map,NA
1862,-8297,10989,0.39692,0.026932,A,map,NA
1810,-8242,10986,0.373733,0.016259,A,map,NA
1758,-8186,10984,0.402934,0.021998,A,map,NA
1706,-8130,10981,0.408551,0.008421,A,map,NA
1654,-8075,10978,0.380908,0.015531,A,map,NA
1602,-8019,10975,0.40434,0.024420999999999998,A,map,NA
1549,-7963,10972,0.368779,0.02369,A,map,NA
1497,-7908,10969,0.378663,0.046288,A,map,NA
1445,-7852,10966,0.38494,0.025772,A,map,NA
1393,-7796,10963,0.394641,0.031745,A,map,NA
1341,-7741,10960,0.383382,0.022153,A,map,NA
2569,-8938,11025,0.738164,0.0896,A,map,NA
2517,-8883,11022,0.252399,0.025928,A,map,NA
2465,-8827,11019,0.182935,0.019174,A,map,NA
2413,-8772,11016,0.193989,0.013854,A,map,NA
2361,-8717,11013,0.1946,0.019357,A,map,NA
2309,-8662,11010,0.287422,0.014178,A,map,NA
2257,-8607,11008,0.28711,0.01437,A,map,NA
2205,-8552,11005,0.296944,0.009045,A,map,NA
2153,-8497,11002,0.341188,0.018262,A,map,NA
2101,-8442,10999,0.348466,0.015073,A,map,NA
2049,-8387,10996,0.378297,0.017304,A,map,NA
1997,-8332,10993,0.413801,0.008423,A,map,NA
1945,-8277,10990,0.367646,0.04193,A,map,NA
1893,-8222,10987,0.355097,0.025414,A,map,NA
1841,-8167,10984,0.385869,0.015728,A,map,NA
1789,-8112,10981,0.4069,0.017865,A,map,NA
1737,-8057,10978,0.406636,0.010421,A,map,NA
1685,-8001,10976,0.399209,0.024107,A,map,NA
1633,-7946,10973,0.407206,0.013768,A,map,NA
1581,-7891,10970,0.351364,0.023869,A,map,NA
1529,-7836,10967,0.370741,0.026038,A,map,NA
1477,-7781,10964,0.394658,0.01923,A,map,NA
1425,-7726,10961,0.391113,0.028305,A,map,NA
1373,-7671,10958,0.371705,0.039907,A,map,NA
2650,-8910,11025,0.425228,0.068207,A,map,NA
2598,-8855,11023,0.473976,0.034625,A,map,NA
2546,-8800,11020,0.241687,0.023675,A,map,NA
2495,-8746,11017,0.181205,0.027327,A,map,NA
2443,-8692,11014,0.192332,0.01115,A,map,NA
2391,-8637,11011,0.21164,0.012336,A,map,NA
2339,-8582,11008,0.2692,0.025836,A,map,NA
2287,-8528,11005,0.274876,0.010029,A,map,NA
2235,-8474,11002,0.324481,0.018438,A,map,NA
2183,-8419,10999,0.33195,0.017785,A,map,NA
2132,-8364,10997,0.351888,0.01126,A,map,NA
2080,-8310,10994,0.398634,0.03896,A,map,NA
2028,-8256,10991,0.371983,0.016287,A,map,NA
1976,-8201,10988,0.332481,0.018627,A,map,NA
1924,-8146,10985,0.354988,0.012958,A,map,NA
1872,-8092,10982,0.387679,0.020804,A,map,NA
1820,-8038,10979,0.406843,0.017147,A,map,NA
1769,-7983,10976,0.402861,0.016554,A,map,NA
1717,-7928,10973,0.412468,0.012382,A,map,NA
1665,-7874,10971,0.385297,0.013046,A,map,NA
1613,-7820,10968,0.354236,0.014265,A,map,NA
1561,-7765,10965,0.361423,0.022772,A,map,NA
1509,-7710,10962,0.39356,0.029947,A,map,NA
1457,-7656,10959,0.40133,0.028889,A,map,NA
1406,-7602,10956,0.417586,0.028011,A,map,NA
2713,-8866,11025,0.246826,0.023986,A,map,NA
2660,-8810,11022,0.242407,0.02161,A,map,NA
2607,-8754,11019,0.278025,0.021737,A,map,NA
2554,-8699,11016,0.181803,0.005247,A,map,NA
2501,-8644,11013,0.199579,0.014423,A,map,NA
2447,-8588,11010,0.209067,0.020384,A,map,NA
2394,-8532,11007,0.26935,0.006471,A,map,NA
2341,-8477,11004,0.283553,0.016947,A,map,NA
2288,-8422,11001,0.294403,0.018159,A,map,NA
2235,-8366,10998,0.347752,0.023036,A,map,NA
2182,-8311,10996,0.3899,0.014345,A,map,NA
2129,-8255,10993,0.406229,0.014042,A,map,NA
2076,-8200,10990,0.348711,0.039488,A,map,NA
2023,-8144,10987,0.343253,0.026789,A,map,NA
1970,-8088,10984,0.355754,0.007795,A,map,NA
1917,-8033,10981,0.396325,0.019082,A,map,NA
1864,-7978,10978,0.403485,0.018417,A,map,NA
1811,-7922,10975,0.412367,0.015887,A,map,NA
1758,-7866,10972,0.40866,0.023431,A,map,NA
1704,-7811,10969,0.412402,0.022068,A,map,NA
1651,-7756,10966,0.357722,0.020184,A,map,NA
1598,-7700,10963,0.355276,0.024565,A,map,NA
1545,-7644,10960,0.403038,0.019785,A,map,NA
1492,-7589,10957,0.395867,0.031975,A,map,NA
1439,-7534,10954,0.410799,0.036092,A,map,NA
2777,-8824,11025,0.239308,0.04474,A,map,NA
2725,-8769,11022,0.213232,0.020776,A,map,NA
2673,-8715,11019,0.224287,0.017485,A,map,NA
2621,-8660,11016,0.207986,0.019683,A,map,NA
2568,-8606,11013,0.187144,0.014156,A,map,NA
2516,-8552,11010,0.210423,0.008299,A,map,NA
2464,-8497,11007,0.242329,0.023247,A,map,NA
2412,-8443,11004,0.265217,0.017074,A,map,NA
2359,-8388,11001,0.29578,0.034215,A,map,NA
2307,-8334,10999,0.325068,0.006846,A,map,NA
2255,-8280,10996,0.402722,0.009062,A,map,NA
2202,-8225,10993,0.367243,0.019044,A,map,NA
2150,-8171,10990,0.398597,0.01278,A,map,NA
2098,-8116,10987,0.358428,0.016875,A,map,NA
2046,-8062,10984,0.354072,0.018701,A,map,NA
1993,-8007,10981,0.37423,0.014635,A,map,NA
1941,-7953,10978,0.402375,0.022162,A,map,NA
1889,-7899,10975,0.399575,0.014998,A,map,NA
1837,-7844,10973,0.411062,0.023727,A,map,NA
1784,-7790,10970,0.40216,0.012866,A,map,NA
1732,-7735,10967,0.38365,0.01866,A,map,NA
1680,-7681,10964,0.366326,0.012472,A,map,NA
1628,-7627,10961,0.367511,0.029035,A,map,NA
1575,-7572,10958,0.372243,0.027116,A,map,NA
1523,-7518,10955,0.382366,0.022515,A,map,NA
1471,-7463,10952,0.403103,0.020797,A,map,NA
2840,-8780,11024,0.26938,0.030693,A,map,NA
2787,-8724,11021,0.193389,0.02199,A,map,NA
2733,-8669,11018,0.225881,0.015579,A,map,NA
2680,-8614,11015,0.237822,0.028963,A,map,NA
2626,-8558,11012,0.171837,0.01863,A,map,NA
2573,-8503,11009,0.203361,0.007792,A,map,NA
2520,-8447,11006,0.237063,0.021028,A,map,NA
2466,-8392,11004,0.303546,0.012798,A,map,NA
2413,-8337,11001,0.301399,0.004551,A,map,NA
2359,-8281,10998,0.346092,0.023815,A,map,NA
2306,-8226,10995,0.375542,0.018163,A,map,NA
2252,-8171,10992,0.415939,0.008741,A,map,NA
2199,-8115,10989,0.402124,0.010074,A,map,NA
2145,-8060,10986,0.329578,0.016534,A,map,NA
2092,-8004,10983,0.344878,0.014364,A,map,NA
2039,-7949,10980,0.375449,0.011358,A,map,NA
1985,-7894,10977,0.397008,0.010666,A,map,NA
1932,-7838,10974,0.396701,0.010791,A,map,NA
1878,-7783,10971,0.416137,0.02632,A,map,NA
1825,-7728,10968,0.410263,0.013634,A,map,NA
1771,-7672,10965,0.404757,0.009539,A,map,NA
1718,-7617,10962,0.370814,0.012485,A,map,NA
1665,-7561,10959,0.357559,0.017382,A,map,NA
1611,-7506,10956,0.357175,0.025685,A,map,NA
1558,-7451,10953,0.37127,0.026651,A,map,NA
1504,-7395,10950,0.390536,0.044186,A,map,NA
2905,-8738,11024,0.256507,0.036505,A,map,NA
2852,-8683,11021,0.253553,0.023963,A,map,NA
2799,-8629,11018,0.233387,0.019963,A,map,NA
2747,-8575,11015,0.204229,0.020261,A,map,NA
2694,-8520,11012,0.205206,0.011712,A,map,NA
2641,-8466,11009,0.204816,0.014061,A,map,NA
2589,-8412,11006,0.229956,0.009898,A,map,NA
2536,-8357,11004,0.239467,0.012362,A,map,NA
2484,-8303,11001,0.297865,0.004481,A,map,NA
2431,-8249,10998,0.298796,0.018282,A,map,NA
2378,-8194,10995,0.328371,0.006164,A,map,NA
2326,-8140,10992,0.413562,0.01904,A,map,NA
2273,-8086,10989,0.416863,0.023287,A,map,NA
2220,-8031,10986,0.357872,0.015156,A,map,NA
2168,-7977,10983,0.36442,0.018158,A,map,NA
2115,-7923,10980,0.351862,0.011252,A,map,NA
2062,-7869,10977,0.392394,0.029177,A,map,NA
2010,-7814,10975,0.387443,0.015942,A,map,NA
1957,-7760,10972,0.397518,0.020305,A,map,NA
1904,-7706,10969,0.439342,0.014287,A,map,NA
1852,-7651,10966,0.414498,0.015591,A,map,NA
1799,-7597,10963,0.40735,0.021489,A,map,NA
1746,-7543,10960,0.362297,0.020652,A,map,NA
1694,-7488,10957,0.360645,0.01667,A,map,NA
1641,-7434,10954,0.371318,0.014428,A,map,NA
1589,-7380,10951,0.370963,0.019897,A,map,NA
1536,-7325,10949,0.40501,0.035797,A,map,NA
3021,-8749,11026,0.439763,0.068403,A,map,NA
2967,-8694,11023,0.214946,0.021593,A,map,NA
2914,-8638,11020,0.282352,0.016131,A,map,NA
2860,-8583,11017,0.185684,0.026927,A,map,NA
2806,-8528,11014,0.22572,0.016886,A,map,NA
2752,-8473,11012,0.220943,0.017044,A,map,NA
2699,-8418,11009,0.198168,0.016584,A,map,NA
2645,-8362,11006,0.208651,0.016942,A,map,NA
2591,-8307,11003,0.242434,0.012961,A,map,NA
2537,-8252,11000,0.318542,0.011121,A,map,NA
2484,-8196,10997,0.311464,0.016381,A,map,NA
2430,-8141,10994,0.328291,0.018665,A,map,NA
2376,-8086,10991,0.413701,0.016001,A,map,NA
2322,-8031,10988,0.424682,0.006753,A,map,NA
2268,-7976,10985,0.356115,0.008168,A,map,NA
2215,-7920,10982,0.364303,0.013497,A,map,NA
2161,-7865,10979,0.37218,0.023885,A,map,NA
2107,-7810,10976,0.377973,0.013725,A,map,NA
2053,-7754,10973,0.388496,0.017328,A,map,NA
2000,-7699,10970,0.387149,0.021545,A,map,NA
1946,-7644,10967,0.419453,0.014975,A,map,NA
1892,-7589,10964,0.420039,0.016728,A,map,NA
1838,-7534,10961,0.41513,0.0247,A,map,NA
1784,-7478,10958,0.382346,0.026489,A,map,NA
1731,-7423,10956,0.36802,0.013275,A,map,NA
1677,-7368,10953,0.400095,0.025992,A,map,NA
1623,-7312,10950,0.389232,0.025391,A,map,NA
1569,-7257,10947,0.399821,0.027604,A,map,NA
3085,-8706,11026,0.358539,0.061731,A,map,NA
3032,-8652,11023,0.250213,0.031788,A,map,NA
2979,-8598,11020,0.235102,0.020374,A,map,NA
2926,-8543,11017,0.249808,0.00836,A,map,NA
2873,-8489,11014,0.21222,0.007338,A,map,NA
2820,-8435,11011,0.228607,0.020678,A,map,NA
2767,-8381,11008,0.214273,0.007047,A,map,NA
2714,-8326,11006,0.207097,0.014963,A,map,NA
2661,-8272,11003,0.220765,0.021198,A,map,NA
2608,-8218,11000,0.253689,0.018466,A,map,NA
2555,-8164,10997,0.310602,0.032545,A,map,NA
2502,-8109,10994,0.33831,0.007592,A,map,NA
2449,-8055,10991,0.331091,0.01462,A,map,NA
2396,-8001,10988,0.483874,0.066401,A,map,NA
2343,-7947,10985,0.406682,0.0557,A,map,NA
2290,-7892,10982,0.359171,0.011911,A,map,NA
2237,-7838,10979,0.35947,0.014566,A,map,NA
2184,-7784,10977,0.369078,0.016568,A,map,NA
2131,-7730,10974,0.376174,0.030857,A,map,NA
2078,-7675,10971,0.405786,0.021762,A,map,NA
2025,-7621,10968,0.383739,0.018406,A,map,NA
1972,-7567,10965,0.414692,0.015223,A,map,NA
1919,-7513,10962,0.412034,0.005949,A,map,NA
1866,-7458,10959,0.393199,0.023461,A,map,NA
1813,-7404,10956,0.373911,0.019742,A,map,NA
1760,-7350,10953,0.37133,0.021641,A,map,NA
1707,-7296,10951,0.383118,0.027647,A,map,NA
